322,2,Normal,Abnormal
mdb142.pgm,Abnormal
mdb143.pgm,Normal
mdb144.pgm,Abnormal
mdb144.pgm,Abnormal
mdb145.pgm,Abnormal
mdb146.pgm,Normal
mdb147.pgm,Normal
mdb148.pgm,Abnormal
mdb149.pgm,Normal
mdb150.pgm,Abnormal
mdb151.pgm,Normal
mdb152.pgm,Abnormal
mdb153.pgm,Normal
mdb154.pgm,Normal
mdb155.pgm,Abnormal
mdb156.pgm,Normal
mdb157.pgm,Normal
mdb158.pgm,Abnormal
mdb159.pgm,Normal
mdb160.pgm,Abnormal
mdb161.pgm,Normal
mdb162.pgm,Normal
mdb163.pgm,Abnormal
mdb164.pgm,Normal
mdb165.pgm,Abnormal
mdb166.pgm,Normal
mdb167.pgm,Abnormal
mdb168.pgm,Normal
mdb169.pgm,Normal
mdb170.pgm,Abnormal
mdb171.pgm,Abnormal
mdb172.pgm,Normal
mdb173.pgm,Normal
mdb174.pgm,Normal
mdb175.pgm,Abnormal
mdb176.pgm,Normal
mdb177.pgm,Normal
mdb178.pgm,Abnormal
mdb179.pgm,Abnormal
mdb180.pgm,Normal
mdb181.pgm,Abnormal
mdb182.pgm,Normal
mdb183.pgm,Normal
mdb184.pgm,Abnormal
mdb185.pgm,Normal
mdb186.pgm,Abnormal
mdb187.pgm,Normal
mdb188.pgm,Abnormal
mdb189.pgm,Normal
mdb190.pgm,Abnormal
mdb191.pgm,Abnormal
mdb192.pgm,Normal
mdb193.pgm,Abnormal
mdb194.pgm,Normal
mdb195.pgm,Abnormal
mdb196.pgm,Normal
mdb197.pgm,Normal
mdb198.pgm,Abnormal
mdb199.pgm,Abnormal
mdb200.pgm,Normal
mdb201.pgm,Normal
mdb202.pgm,Abnormal
mdb203.pgm,Normal
mdb204.pgm,Abnormal
mdb205.pgm,Normal
mdb206.pgm,Abnormal
mdb207.pgm,Abnormal
mdb208.pgm,Normal
mdb209.pgm,Abnormal
mdb210.pgm,Normal
mdb211.pgm,Abnormal
mdb212.pgm,Abnormal
mdb213.pgm,Abnormal
mdb214.pgm,Abnormal
mdb215.pgm,Normal
mdb216.pgm,Abnormal
mdb217.pgm,Normal
mdb218.pgm,Abnormal
mdb219.pgm,Abnormal
mdb220.pgm,Normal
mdb221.pgm,Normal
mdb222.pgm,Abnormal
mdb223.pgm,Abnormal
mdb223.pgm,Abnormal
mdb224.pgm,Normal
mdb225.pgm,Normal
mdb226.pgm,Abnormal
mdb226.pgm,Abnormal
mdb226.pgm,Abnormal
mdb227.pgm,Abnormal
mdb228.pgm,Normal
mdb229.pgm,Normal
mdb230.pgm,Normal
mdb231.pgm,Abnormal
mdb232.pgm,Normal
mdb233.pgm,Abnormal
mdb234.pgm,Normal
mdb235.pgm,Normal
mdb236.pgm,Abnormal
mdb237.pgm,Normal
mdb238.pgm,Abnormal
mdb239.pgm,Abnormal
mdb239.pgm,Abnormal
mdb240.pgm,Abnormal
mdb241.pgm,Abnormal
mdb242.pgm,Normal
mdb243.pgm,Normal
mdb244.pgm,Abnormal
mdb245.pgm,Abnormal
mdb246.pgm,Normal
mdb247.pgm,Normal
mdb248.pgm,Abnormal
mdb249.pgm,Abnormal
mdb249.pgm,Abnormal
mdb250.pgm,Normal
mdb251.pgm,Normal
mdb252.pgm,Abnormal
mdb253.pgm,Abnormal
mdb254.pgm,Normal
mdb255.pgm,Normal
mdb256.pgm,Abnormal
mdb257.pgm,Normal
mdb258.pgm,Normal
mdb259.pgm,Normal
mdb260.pgm,Normal
mdb261.pgm,Normal
mdb262.pgm,Normal
mdb263.pgm,Normal
mdb264.pgm,Abnormal
mdb265.pgm,Abnormal
mdb266.pgm,Normal
mdb267.pgm,Abnormal
mdb268.pgm,Normal
mdb269.pgm,Normal
mdb270.pgm,Abnormal
mdb271.pgm,Abnormal
mdb272.pgm,Normal
mdb273.pgm,Normal
mdb274.pgm,Abnormal
mdb275.pgm,Normal
mdb276.pgm,Normal
mdb277.pgm,Normal
mdb278.pgm,Normal
mdb279.pgm,Normal
mdb280.pgm,Normal
mdb281.pgm,Normal
mdb282.pgm,Normal
mdb283.pgm,Normal
mdb284.pgm,Normal
mdb285.pgm,Normal
mdb286.pgm,Normal
mdb287.pgm,Normal
mdb288.pgm,Normal
mdb289.pgm,Normal
mdb290.pgm,Abnormal
mdb291.pgm,Normal
mdb292.pgm,Normal
mdb293.pgm,Normal
mdb294.pgm,Normal
mdb295.pgm,Normal
mdb296.pgm,Normal
mdb297.pgm,Normal
mdb298.pgm,Normal
mdb299.pgm,Normal
mdb300.pgm,Normal
mdb301.pgm,Normal
mdb302.pgm,Normal
mdb303.pgm,Normal
mdb304.pgm,Normal
mdb305.pgm,Normal
mdb306.pgm,Normal
mdb307.pgm,Normal
mdb308.pgm,Normal
mdb309.pgm,Normal
mdb310.pgm,Normal
mdb311.pgm,Normal
mdb312.pgm,Abnormal
mdb313.pgm,Normal
mdb314.pgm,Abnormal
mdb315.pgm,Abnormal
mdb316.pgm,Normal
mdb317.pgm,Normal
mdb318.pgm,Normal
mdb319.pgm,Normal
mdb320.pgm,Normal
mdb321.pgm,Normal
mdb322.pgm,Normal
